Epoch: 010, LR: 0.010000, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 220, LR: 0.001351, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 230, LR: 0.001216, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 240, LR: 0.001094, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 250, LR: 0.000985, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 260, LR: 0.000886, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 270, LR: 0.000798, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 280, LR: 0.000718, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 290, LR: 0.000646, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 300, LR: 0.000581, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 310, LR: 0.000523, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 320, LR: 0.000471, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 330, LR: 0.000471, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 340, LR: 0.000424, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 350, LR: 0.000382, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 360, LR: 0.000343, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 370, LR: 0.000309, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 380, LR: 0.000278, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 390, LR: 0.000250, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 400, LR: 0.000225, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 410, LR: 0.000203, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 420, LR: 0.000182, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 430, LR: 0.000164, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 440, LR: 0.000164, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 450, LR: 0.000148, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 460, LR: 0.000133, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 470, LR: 0.000120, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 480, LR: 0.000108, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 490, LR: 0.000097, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 500, LR: 0.000087, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 510, LR: 0.000079, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 520, LR: 0.000071, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 530, LR: 0.000064, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 540, LR: 0.000057, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 550, LR: 0.000057, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 560, LR: 0.000052, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 570, LR: 0.000046, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 580, LR: 0.000042, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 590, LR: 0.000038, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 600, LR: 0.000034, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 610, LR: 0.000030, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 620, LR: 0.000027, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 630, LR: 0.000025, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 640, LR: 0.000022, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 650, LR: 0.000020, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 660, LR: 0.000020, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 670, LR: 0.000018, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 680, LR: 0.000016, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 690, LR: 0.000015, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 700, LR: 0.000013, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 710, LR: 0.000012, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 720, LR: 0.000011, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 730, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 740, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 750, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 760, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 770, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 780, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 790, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 800, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 810, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 820, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 830, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 840, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 850, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 860, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 870, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 880, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 890, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 900, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 910, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 920, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 930, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 940, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 950, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 960, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 970, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 980, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 990, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1000, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1010, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1020, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1030, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1040, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1050, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1060, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1070, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1080, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1090, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1100, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1110, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1120, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1130, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1140, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1150, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1160, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1170, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1180, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1190, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1200, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1210, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1220, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1230, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1240, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1250, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1260, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1270, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1280, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1290, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1300, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1310, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1320, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1330, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1340, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1350, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1360, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1370, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1380, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1390, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1400, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1410, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1420, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1430, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1440, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1450, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1460, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1470, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1480, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1490, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1500, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1510, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1520, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1530, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1540, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1550, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1560, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1570, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1580, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1590, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1600, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1610, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1620, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1630, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1640, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1650, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1660, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1670, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1680, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1690, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1700, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1710, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1720, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1730, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1740, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1750, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1760, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1770, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1780, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1790, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1800, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1810, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1820, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1830, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1840, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1850, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1860, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1870, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1880, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1890, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1900, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1910, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1920, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1930, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1940, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1950, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1960, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1970, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1980, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 1990, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 2000, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
Epoch: 2000, LR: 0.000010, Loss: nan, Validation MAE: nan, Test MAE: nan, Test MAE norm: nan
